Freq(Hz),S21(DB),S21(DEG),"""a1,1""(DB)","""a1,1""(DEG)","""b2,1""(DB)","""b2,1""(DEG)"
4735000000,-37.566795,-2.6417148,16.712416,-84.885162,-20.85438,-87.526871
4740000000,-39.305653,-39.557404,16.70507,-85.406815,-22.600584,-124.96423
4745000000,-41.445534,-62.869194,16.695431,-86.049263,-24.750103,-148.91847
4750000000,-42.114456,-89.318909,16.685541,-86.50705,-25.428915,-175.82597
4755000000,-43.694195,-129.62265,16.683584,-87.160461,-27.010609,143.2169
4760000000,-49.443218,-123.80207,16.678282,-87.755577,-32.764938,148.44237
4765000000,-45.801102,-123.9487,16.670206,-88.233589,-29.130898,147.81773
4770000000,-43.009083,-147.31172,16.667513,-88.685883,-26.341568,124.00241
4775000000,-43.164043,151.1958,16.665342,-89.173691,-26.498701,62.022114
4780000000,-48.074375,90.408623,16.654976,-89.770683,-31.419401,0.63793671
4785000000,-51.984329,-82.4487,16.654039,-90.195854,-35.330288,-172.64455
4790000000,-48.193653,168.27567,16.662258,-90.699699,-31.531395,77.575966
4795000000,-47.354691,116.56586,16.662539,-91.243439,-30.692154,25.32242
4800000000,-55.297894,91.787437,16.662163,-91.649498,-38.635731,0.13793336
4805000000,-56.429462,144.50029,16.657858,-92.029976,-39.771606,52.470318
4810000000,-50.01284,106.66825,16.654972,-92.420906,-33.357868,14.247345
4815000000,-45.351074,86.734497,16.655499,-92.816498,-28.695578,-6.082005
4820000000,-41.234207,23.349993,16.65834,-93.187027,-24.575869,-69.837029
4825000000,-41.656864,-44.969551,16.655828,-93.531662,-25.001036,-138.50121
4830000000,-45.09433,-117.40063,16.651596,-94.090546,-28.442736,148.50883
4835000000,-67.505974,122.75473,16.651123,-94.626701,-50.854847,28.128038
4840000000,-63.6488,-96.255081,16.645037,-94.986107,-47.003761,168.75882
4845000000,-68.344734,159.96565,16.65169,-95.386902,-51.693047,64.578751
4850000000,-50.944225,-36.675579,16.652176,-95.773544,-34.292049,-132.44911
4855000000,-45.757103,-94.143768,16.654329,-96.411331,-29.102772,169.4449
4860000000,-44.868443,-137.40236,16.648516,-96.711136,-28.219927,125.88652
4865000000,-44.57576,176.66847,16.651508,-97.043663,-27.924253,79.624817
4870000000,-51.466404,152.88423,16.662815,-97.488907,-34.803589,55.395332
